#SCREEN_ID	SOURCE_ID	SOURCE_TYPE	AUTHOR	SCREEN_NAME	SCORES_SIZE	FULL_SIZE	FULL_SIZE_AVAILABLE	NUMBER_OF_HITS	ANALYSIS	SIGNIFICANCE_INDICATOR	SIGNIFICANCE_CRITERIA	THROUGHPUT	SCREEN_TYPE	SCREEN_FORMAT	EXPERIMENTAL_SETUP	DURATION	CONDITION_NAME	CONDITION_DOSAGE	MOI	LIBRARY	LIBRARY_TYPE	LIBRARY_METHODOLOGY	ENZYME	CELL_LINE	CELL_TYPE	PHENOTYPE	SCORE_COL_COUNT	SCORE.1_TYPE	SCORE.2_TYPE	SCORE.3_TYPE	SCORE.4_TYPE	SCORE.5_TYPE	ORGANISM_ID	ORGANISM_OFFICIAL	NOTES	SOURCE	SCREEN_RATIONALE
1526	32355287	pubmed	Liu X (2020)	3-PMID32355287	566	566	Yes	43	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	ABT-888	5 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1527	32355287	pubmed	Liu X (2020)	4-PMID32355287	566	566	Yes	26	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Amonafide	0.25 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1528	32355287	pubmed	Liu X (2020)	5-PMID32355287	566	566	Yes	32	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Amsacrine	25.84 nM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1529	32355287	pubmed	Liu X (2020)	6-PMID32355287	566	566	Yes	30	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	5-Azacytidine	0.125 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1530	32355287	pubmed	Liu X (2020)	7-PMID32355287	566	566	Yes	56	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	AZD-2461	2.5 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1531	32355287	pubmed	Liu X (2020)	8-PMID32355287	566	566	Yes	29	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	BMH-21	100 nM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1532	32355287	pubmed	Liu X (2020)	9-PMID32355287	566	566	Yes	21	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Cytarabine	100 nM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1533	32355287	pubmed	Liu X (2020)	10-PMID32355287	566	566	Yes	41	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Dacarbazine	0.5 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1534	32355287	pubmed	Liu X (2020)	11-PMID32355287	566	566	Yes	52	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Daunorubicin	31.6 nM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1535	32355287	pubmed	Liu X (2020)	12-PMID32355287	566	566	Yes	36	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	DR 2313	9.146 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1536	32355287	pubmed	Liu X (2020)	13-PMID32355287	566	566	Yes	48	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Ellipticine	0.147 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1537	32355287	pubmed	Liu X (2020)	14-PMID32355287	566	566	Yes	55	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Epirubicin	0.192 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1538	32355287	pubmed	Liu X (2020)	15-PMID32355287	566	566	Yes	43	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Etoposide	25 nM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1539	32355287	pubmed	Liu X (2020)	16-PMID32355287	566	566	Yes	17	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	EX-527	2.5 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1540	32355287	pubmed	Liu X (2020)	17-PMID32355287	566	566	Yes	57	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Hydroxycamptothecin	13.06 nM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1541	32355287	pubmed	Liu X (2020)	18-PMID32355287	566	566	Yes	1	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Hydroxyurea	25 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1542	32355287	pubmed	Liu X (2020)	19-PMID32355287	566	566	Yes	66	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Irinotecan	1.25 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1543	32355287	pubmed	Liu X (2020)	20-PMID32355287	566	566	Yes	52	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	KU-57788	0.5 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1544	32355287	pubmed	Liu X (2020)	21-PMID32355287	566	566	Yes	39	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	KU-60019	1 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1545	32355287	pubmed	Liu X (2020)	22-PMID32355287	566	566	Yes	55	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Melphalan	1 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1546	32355287	pubmed	Liu X (2020)	23-PMID32355287	566	566	Yes	63	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Mitomycin C	25 nM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1547	32355287	pubmed	Liu X (2020)	24-PMID32355287	566	566	Yes	50	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	MK-4827	0.5 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1548	32355287	pubmed	Liu X (2020)	25-PMID32355287	566	566	Yes	59	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Methyl methanesulfonate (MMS)	50 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1549	32355287	pubmed	Liu X (2020)	26-PMID32355287	566	566	Yes	58	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Olaparib	1.25 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1550	32355287	pubmed	Liu X (2020)	27-PMID32355287	566	566	Yes	48	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Oxaliplatin	0.25 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1551	32355287	pubmed	Liu X (2020)	28-PMID32355287	566	566	Yes	64	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Pirarubicin	50 nM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1552	32355287	pubmed	Liu X (2020)	29-PMID32355287	566	566	Yes	36	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Pyridostatin	0.5 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1553	32355287	pubmed	Liu X (2020)	30-PMID32355287	566	566	Yes	49	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Rucaparib	1.25 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1554	32355287	pubmed	Liu X (2020)	31-PMID32355287	566	566	Yes	60	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	SN-38	10 nM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1555	32355287	pubmed	Liu X (2020)	32-PMID32355287	566	566	Yes	22	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	SRT 1720	2.5 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1556	32355287	pubmed	Liu X (2020)	33-PMID32355287	566	566	Yes	49	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Thio-TEPA	1 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1557	32355287	pubmed	Liu X (2020)	34-PMID32355287	566	566	Yes	56	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Topotecan	25 nM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1558	32355287	pubmed	Liu X (2020)	35-PMID32355287	566	566	Yes	65	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Treosulfan	2.5 µM	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1559	32355287	pubmed	Liu X (2020)	36-PMID32355287	566	566	Yes	74	MaGeCK	Score Significance	Score.1 (p-Value) < 0.05 AND Score.2 (FDR) < 0.05	Low Throughput	Negative Selection	Pool	Drug Exposure	12 Days	Zeocin	2.5 µg/mL	-	CRISPRn targeted mouse library (Liu, 2020)	CRISPRn	Knockout	Cas9	CH12F3	Lymphoma Cell Line	response to chemicals	3	p-Value	FDR	MAGeCK neg score	-	-	10090	M. musculus	The authors combined chemical screens using 36 DNA-damaging compounds with targeted CRISPR knockout screens focused on 414 DNA repair genes in the mouse CH12F3 lymphoma cell line.	BioGRID ORCS	Decreased resistance to drug
1565	33676427	pubmed	Du R (2021)	1-PMID33676427	19674	19674	Yes	1943	MaGeCK	Score Significance	Score.3 (FDR) < 0.05	High Throughput	Negative Selection	Pool	Drug Exposure	12 Days	salirasib (Farnesyl Thiosalicylic Acid)	100.0 µM	-	Brie (mouse)	CRISPRn	Knockout	Cas9	4292  KRASG12D/p53R172H	Pancreatic Ductal Adenocarcinoma Cell Line	response to chemicals	3	MaGeCK Score	p-Value	FDR	-	-	10090	M. musculus	KO of hit genes with a negative beta score causes decreased proliferation in the presence of FTS, KO of hit genes with a positive beta score causes increased proliferation in the presence of FTS	BioGRID ORCS	Increased/decreased drug resistance
1570	32499641	pubmed	Cortez JT (2020)	1-PMID32499641	493	493	Yes	41	MaGeCK	Score Significance	Score.2 (FDR) < 0.5 OR Score.4 (FDR) < 0.5	High Throughput	Phenotype Screen	Pool	Timecourse	8 Days	-	-	-	CRISPRn Nuclear Factor Targeted Library based on Brie sgRNAs	CRISPRn	Knockout	Cas9	primary Treg	Regulatory T cell	protein/peptide accumulation	5	MAGeCK neg score	FDR	MAGeCK pos score	FDR	Log2FC	10090	M. musculus	Authors screened mouse primary Treg cells using a targeted library of ~490 nuclear factors based on guides from the Brie library. They sorted cells using a Foxp3 fluorescent reporter for cells with low Foxp3 expression.|Genes whose KO resulted in enrichment in a low Foxp3 population (significant pos MAGECK score) suggest the gene normally functions as a positive regulator of Foxp3 levels|Genes whose KO resulted in depletion in a low Foxp3 population (significant neg MAGECK score) suggest the gene normally functions as a negative regulator of Foxp3 levels	BioGRID ORCS	Regulators of Foxp3 stability
1585	33372156	pubmed	Balce DR (2021)	1-PMID33372156	17448	17448	Yes	229	Log2 Fold Change (L2FC)	Score Significance	Score.1 (Log2FC) > 0.0 AND Score.2 (p-Value) > 1.3	High Throughput	Phenotype Screen	Pool	Cytokine exposure	20 Hours	Interferon gamma	2.0 units/mL	-	Asagio (mouse)	CRISPRn	Knockout	Cas9	BV-2	Microglial Cell Line	protein/peptide distribution	2	Log2FC	p-Value	-	-	-	10090	M. musculus	authors screened for genes whose KO resulted in increased levels of iNOS (a classic marker for macrophage activation) suggesting the gene normally acts as a negative regulator of  IFNgamma responses	BioGRID ORCS	Negative regulators of the IFN pathway
1587	30944478	pubmed	Pluvinage JV (2019)	1-PMID30944478	2967	2967	Yes	286	CasTLE	Score Significance	Score.2 (p-Value) < 0.05	High Throughput	Phenotype Screen	Pool	Drug Exposure	7 Days	-	-	< 1	Bassik Mouse CRISPR Knockout Library:  Drug targets, kinases, phosphatases and Membrane Proteins sub-libraries	CRISPRn	Knockout	Cas9	BV-2	Microglial Cell Line	phagocytosis	2	CasTLE Score	p-Value	-	-	-	10090	M. musculus	-	BioGRID ORCS	Regulators of phagocytosis
1662	34290256	pubmed	VanDusen NJ (2021)	1-PMID34290256	2444	2444	Yes	262	MaGeCK	Score Significance	Score.2 (p-Value) < 0.05 OR Score.4 (p-Value) < 0.05	High Throughput	Phenotype Screen	in vivo	Timecourse	4 Weeks	-	-	-	Murine Transcriptional Regulator Library (Pu, 2021)	CRISPRn	Knockout	Cas9	cardiomyocyte cell line	cardiac muscle cell line	protein/peptide accumulation	5	MAGeCK pos score	p-Value	MAGeCK neg score	p-Value	Log2FC	10090	M. musculus	Myh7-YFP is being used as a reporter for cardiomyocyte (CM) maturation|Authors used CRISPR/Cas9 AAV9 (CASAAV)-based somatic mutagenesis|Genes with a significant positive score (p<0.05) represent genes whose KO results in enrichment in a Myh7-YFP high population, suggesting that KO of the gene results in decreased CM maturation and the gene normally promotes CM maturation|Genes with a significant negative score (p<0.05) represent genes whose KO results in the depletion in a Myh7-YFP high population, suggesting KO of the gene results in  increased CM maturation and the gene normally inhibits CM maturation	BioGRID ORCS	Genes involved in regulation of cardiomyocyte maturation
1663	34582788	pubmed	Wang X (2021)	1-PMID34582788	4721	4721	Yes	265	MaGeCK	Score Significance	Score.2 (p-Value) < 0.001 OR Score.4 (p-Value) < 0.001	High Throughput	Positive and Negative Selection	Pool	Timecourse	10 Passages	-	-	~ 0.3	MusCK	CRISPRn	Knockout	Cas9	4T1	Breast Adenocarcinoma Cell Line	cell proliferation	5	MAGeCK neg score	p-Value	MAGeCK pos score	p-Value	Log2FC	10090	M. musculus	Authors screened a  library of over 4,500 genes implicated in tumor initiation, progression, and immune modulation for essentiality in a breast cancer cell line	BioGRID ORCS	Cell-essential genes and growth restrictive genes
